"","OTU","destination","shared","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","006d5eda86c251132cd2272afd51d053","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Genus_Mycobacterium"
"2","007a17b7f6b93558bb5f8826ea983056","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Genus_Stenotrophomonas_A_615274"
"3","02e56876b3ffcda6cda97654505279f2","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Genus_Caulobacter_487784"
"4","064adc0178077427f1b5ae6466e533e0","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"5","073d0c62d1257a783d7508c138432fc4","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"6","074e66f75650948b8df12cfe2ffb5f37","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Genus_Pedobacter_887417"
"7","078778d3acf6645f2e44537dc6529871","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"8","08a23647e8c11cd7f89ee8f609e3d974","both","shared","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingiameningoseptica"
"9","08cc46b8779c43b1872292e0d97a0890","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_592522"
"10","09196c1b7c03aa87afab1ee719db02c5","lost","lost","Bacteria","Firmicutes","Clostridia","Oscillospirales","Acutalibacteraceae","Caproiciproducens","Caproiciproducenssp000752215"
"11","09f74334ddd0008931d05c020c8d7730","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","Genus_Thauera_A_597130"
"12","0b5a2a634b682228a8ccb85a217b5d25","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Methylobacteriumsp001424705"
"13","0bbe0ac853b20fb81326081587a428ca","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Gordonia","Genus_Gordonia_B_376796"
"14","0c96f776da7051d25f4fd62ba69ba324","late water","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","UXAT02","Defluviicoccus","Defluviicoccus_Aseviourii"
"15","0cf33eb4b86b224b3c158207fb9c8c48","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family_Rhodobacteraceae","Family_Rhodobacteraceae"
"16","0cf4077d7201a18548a12acd3e1d505b","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia","Genus_Asaia"
"17","0d0e3101171c782e1ede9e291ab9c7bc","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Family_Xanthobacteraceae","Family_Xanthobacteraceae_503485"
"18","0d2508498ea77db8224ea5b23ead964c","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonasdiminuta"
"19","0d87b112bc336b97248bf4757a668689","lost","lost","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Genus_Bacillus_A"
"20","0dc8e0e89e89cf4f0c71808666f6c6e7","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Family_Pseudomonadaceae","Family_Pseudomonadaceae"
"21","0e96f958bdaf9979b03aa574d7299f4c","lost","lost","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Family_Bacillaceae","Family_Bacillaceae_H_294103"
"22","0eb8e63cb8f7cb7aa58b403dc29da7de","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobactersoli"
"23","0f41f629bff75e5c7f99d537e6792647","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonasalginatilytica"
"24","0f5087526a3efb7b3c1cd1277d483f0d","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"25","0f6f614f608389925a848e37b2a8a24b","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","Alkanindigesillinoisensis"
"26","10108d29ee667e6f5b413c7bbaf7991d","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"27","107aa7e6b56274803bffd1ccff5b2ee6","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"28","10828f7f8594c7e8653b2122aefcf7c5","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017sp004296775"
"29","10cde2fa4db56b195187e547f870d34b","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Tepidiphilus","Tepidiphilussuccinatimandens"
"30","1187d3f6bbc3c560b79f47cf9ad873bd","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Genus_Stenotrophomonas_A_615274"
"31","1189d4ef3af60ba943cc73161a4097a9","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Genus_Corynebacterium"
"32","131f8b9807185e055d725c468cd46a88","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Family_Microbacteriaceae","Family_Microbacteriaceae"
"33","1339efc8323a6ca9365c11eac6c4bd6b","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","Moheibactersediminis"
"34","1369aba02dd8b749b4c4c2a799d34207","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonasnasdae_A_487984"
"35","139efa286f85ad39137e0c1026b574fc","late water","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"36","13f32eba3b63edbbf5169bf74a696b73","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Genus_Methylobacterium"
"37","16469cc40587771b7602fa59352c70ab","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_580492"
"38","1747759a3f6af9d88fa2c80ac81f3c9e","eggs","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Cellulomonadaceae","Cellulomonas","Genus_Cellulomonas"
"39","18146030be7b9150c3633d1dee9e58a1","lost","lost","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Weizmannia","Weizmanniacoagulans"
"40","191c4aafc99846b8f1b7d87ecad90d70","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Stenotrophobiumrhamnosiphilum"
"41","1b158b8b2922d4fcad5d9cea607cbb7d","late water","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Genus_Escherichia_710834"
"42","1b2567820cc1e0a34960a02c766161e4","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"43","1bfa5c0bbafb3a1bff066a17234ff32e","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus_Massilia"
"44","1bfddc56f0549c7953359140bb8c64b1","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Serratia","Genus_Serratia_D_727363"
"45","1d1533db28dba4af61f1d5cc6633f2fa","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea","Aquitaleamagnusonii"
"46","1e81258348c55daeef435f6100eee461","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"47","1ed3de95a51db2df9676955423442d33","lost","lost","Bacteria","Firmicutes","Clostridia","Oscillospirales","Acutalibacteraceae","Caproiciproducens","Caproiciproducenssp000752215"
"48","1ee27fee30b2e6832a2be5e28f0978f3","eggs","shared","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Genus_Sediminibacterium"
"49","1f7409f78cfcad036d81d8763d7e6277","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"50","20ad5b343a158e617aa2f39adbf005b6","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus_Massilia"
"51","20b485f14ad07fab0d10acad007b8b32","late water","shared","Bacteria","Firmicutes","Bacilli","DSM-16016","Caldibacillaceae","Bacillus","Bacillus_Jthermoamylovorans"
"52","21bb29e5efa273470d9600c0c0ad287b","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Starkeya","Starkeyanovella"
"53","2228925453f05f31ac661681aa9941d6","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Roseomonas_A_507112nepalensis"
"54","25378e41f19be3a40f90da3cc055bc9f","eggs","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Pseudoalteromonas","Genus_Pseudoalteromonas"
"55","262dc7bf78e937b0c7065aef82e18d08","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"56","265de43fbbc0ebb4c8378e5404a8728c","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_E_650326otitidis"
"57","26f1fe1d525ec8756078e905957888b6","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonasnasdae_A_487984"
"58","274b25ca87d226e1ec1b3648758ff5a8","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Aquabacter","Aquabactercavernae"
"59","2861b60feb98b96bfdfae4152ea84ae7","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Brevibacteriaceae","Brevibacterium","Genus_Brevibacterium"
"60","289f4168326738aac4d74bb1ae3666d7","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Genus_Psychrobacter"
"61","290d00e82b7625c8ab79f9ad9ce480b8","eggs","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","Asticcacaulisbenevestitus"
"62","295f5d6adc2a016eabd5adf22038be4b","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Genus_Mycobacterium"
"63","2acba250c4746ff617d6615723a04ab7","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_592522"
"64","2ad6256a8aa79756698ddd1b89ed7ad1","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Genus_Bosea"
"65","2b287b7cad895a08304ba7f54625a9aa","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Family_Pseudomonadaceae","Family_Pseudomonadaceae"
"66","2bcc7082f4a29b154bcaa87cf00b4fe3","eggs","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Genus_Bosea"
"67","2c2b5fdb7648bebd4a42fe64b1a1287c","lost","lost","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_Ececorum"
"68","2d0d11f29cae22f945211c2fb8bd424c","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseococcus","Roseococcusflocculans"
"69","2e4055a3568601599bde5e951c455dd9","late water","shared","Bacteria","Firmicutes","Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli"
"70","2eef066edc32e6009723e7da97135edf","lost","lost","Bacteria","Firmicutes","Bacilli","Bacillales","Order_Bacillales","Order_Bacillales","Order_Bacillales_H"
"71","3017b22e4b5b68c52600cb9e019588b1","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomicrobium","Sphingomonasarenae"
"72","30cfacf248039e5b1f840115bff89215","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacteriumkoreense"
"73","3190ea7b37383fa02f757f43964f9998","eggs","shared","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","UBA1930","UBA1930sp002337145"
"74","31f38e67c39e25a4a8b4583dc7cd8846","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Family_Xanthobacteraceae","Family_Xanthomonadaceae_616009"
"75","32f11c6e5a377f0f6ec6243a021995cf","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"76","331657258038535df96ea6665290782a","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Variovorax","Genus_Variovorax"
"77","33d5a2c7d222f0b503a88a922c1312e1","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Curtobacterium","Genus_Curtobacterium"
"78","3667ca3d1270344578b3819b5f56731d","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacteriumdiphtheriae"
"79","37863cca6aaaf72cfb33806cb9a46b76","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Genus_Moraxella_C_651924"
"80","38356624d04e633aa689a6ffc05a137f","both","shared","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobactersolisilvae"
"81","38a438c0ac980ee192378b94dd688973","eggs","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_592522"
"82","38c2a261f81a7ed09f39ac6f9fd0cf2e","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Variovorax","Variovoraxparadoxus_C_587666"
"83","3901df51425ba2a8d72bb780babe7a48","both","shared","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella","Niabellayanshanensis"
"84","39183d7b959435dfb732ddeab840b00e","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Genus_Bosea"
"85","394eeccf5a2a35b9e7c32243563eef03","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_595422"
"86","397062997397ae6d42ed5f445f14e788","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","LD1","UBA7692","UBA7692sp001897535"
"87","3a416378a1ecba1f97e92b7154b3b91b","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rudaea","Rudaeacellulosilytica"
"88","3a75074368d793b1de0d8090a6340a1c","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Bact-08","Bact-08sp000473305"
"89","3aaaf4f10492216973e1efd8f233a8ff","lost","lost","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Genus_Paenibacillus_A"
"90","3ac58b15912f864168f948c3fed4a03a","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Genus_Corynebacterium"
"91","3b0c59f289139b6c1c6133e175296aac","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Dermatophilaceae","Family_Dermatophilaceae","Family_Dermatophilaceae_390796"
"92","3bd21c1f2b1ae487f30791218b8444c0","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Family_Caulobacteraceae","Family_Caulobacteraceae"
"93","3bdf3962a4d6b9738dc1bfa095f6cc8e","both","shared","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Genus_Sphingobacterium"
"94","3dcf95f04c5e5084618a820fded0a048","lost","lost","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Genus_Clostridium_T"
"95","3e00a33b844a56c2e00acedeffc43b5e","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria","Class_Alphaproteobacteria"
"96","3e112563e0ef973d16a7554ff4166b12","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Family_Sphingomonadaceae","Family_Sphingomonadaceae"
"97","3e4ef7b82401136b6a3729a771f4825b","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Genus_Methylobacterium"
"98","3ea027ac9c30306db8fd5fd74cf30c63","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Genus_Rhizobium_A_501058"
"99","438dc2a2ea2405a782df5830ae62100e","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium","Genus_Agrobacterium"
"100","43f41dd4045f31804b91facdd53eab41","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_A_615274maltophilia_615059"
"101","4472b8a122f7775d492278da34a2c780","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","Empedobacterbrevis"
"102","44d2df836124b3a024baa940060336ea","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"103","47ccf6aac529c32aefdbad47e858570c","lost","lost","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Genus_Veillonella_A"
"104","4810fbab877c32e917880c61301fe5e1","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","QFOI01","QFOI01sp004337365"
"105","481df8129fc0a9497a4c4338e683d900","lost","lost","Bacteria","Firmicutes","Clostridia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcusprovencensis"
"106","49a361dc4554ca6f03bc8d8bf47e329c","lost","lost","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Genus_Lysinibacillus_304693"
"107","49bc4395980e4ae5228b71f31433b928","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Variovorax","Genus_Variovorax"
"108","4a765a31e0cf23936b0d98af5f0b7b81","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacterbaumannii"
"109","4bb2a60ebd87faa796298b17bcc4ebef","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_B_650451"
"110","4bf82ca2013ad1107674f4014aea725e","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azonexus","Azonexusagitatus"
"111","4ca76612b5cecf33d2c41ec0a47779ed","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_592522"
