,OTU,destination,shared,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genus_use
223,a5189f77a2cfeab3bc1602ff5c8ac3e9,late water,shared,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Genus_Streptococcus,Other Firmicutes
224,a51bdc1b5fbef585cd4d5267dac093de,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,Rhodovariuslipocyclicus,Other Proteobacteria
225,a5d1217aa1cbc154c499796f9040d954,late water,shared,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Genus_Staphylococcus,Staphylococcus
226,a786c3d196fd5155005abb2f56e4be27,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,Shinellacurvata,Other Proteobacteria
227,a79660dddf827d14201bbc0df31583f9,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobactersoli,Other Proteobacteria
228,a922acd6335473288ef5998e069676d1,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Genus_Bosea,Other Proteobacteria
229,aa3df738dc1cf47c03f67879f32c5cb3,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Genus_Rhodopseudomonas,Other Proteobacteria
230,aacc5e7497bcbd715ef9128eb4bfdc6f,lost,lost,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Genus_Thermoanaerobacterium,Other Firmicutes
231,ad9a88474fe1a5a88942053997b2b30b,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Genus_Caulobacter_487784,Other Proteobacteria
232,b001750d92fa6ab54a0c754b04dc2b6e,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,JC017,JC017sp004296775,Other Bacteroidota
233,b037c7e285a574beeba9fa7b48d756e0,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Family_Chitinophagaceae,Family_Chitinophagaceae_966727,Other Bacteroidota
234,b0a78ca52dd6794c45a59f60f1ca34a3,both,shared,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Siphonobacter,Siphonobacteraquaeclarae,Siphonobacter
235,b1962c644e4042f60fcf0327de0438fb,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Other Proteobacteria
236,b39c338f5e964b6cb87e07f10badc6c4,lost,lost,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Genus_Lactococcus_A_346120,Other Firmicutes
237,b3f56d15e796f3c8df1280aa11fcde5e,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Other Proteobacteria
238,b4a6dbffc57baaf07b759c235b54ea32,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Genus_Flavobacterium,Other Bacteroidota
239,b4c9bc9315d2331ee859d99151ef4b46,both,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Genus_Achromobacter,Other Proteobacteria
240,b57744bd30af9f7a4d538d0aba27596b,both,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,Family_Burkholderiaceae_A_574758,Family_Burkholderiaceae
241,b5c75ab1f927fba097a9231ea3675f1b,lost,lost,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Genus_Clostridium_AM,Other Firmicutes
242,b753f12f9355e2e87f9e88e7a4b4cf9b,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Class_Alphaproteobacteria,Other Proteobacteria
243,b76b0d30f288a705e032a673faf77433,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Genus_Sphingomonas_L_486704,Other Proteobacteria
244,b79f8ffb327d0a73b01c42c275ced626,eggs,shared,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobactersolisilvae,Pedobacter
245,b7b0f3feee005bde6669fb68042ee47a,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,Genus_Comamonas_F_589250,Comamonas
246,b9781e39f4300fcfc6d995cf5df79388,lost,lost,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Frigoribacterium,Frigoribacteriumsp001424645,Other Actinobacteriota
247,b98f8c87cd3159b66ec0a418919be624,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,JC017,JC017sp004296775,Other Bacteroidota
248,b9fb9fb89c231c701708b0d411735ed8,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Family_Sphingomonadaceae,Family_Sphingomonadaceae,Other Proteobacteria
249,bad5dc0c0c4aafcbfb12fd3710d76778,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,M3007,M3007sp011368025,Other Bacteroidota
250,bd2ebc70501f7d867c204f94c4e483da,eggs,shared,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Genus_Streptococcus,Other Firmicutes
251,be02032347189c13bc055c79dca1c1a6,lost,lost,Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Thermicanus,Thermicanusaegyptius,Other Firmicutes
252,be34bc2a6ad1dc1fabaeb4de8b1416e9,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Genus_Fluviicola,Other Bacteroidota
253,bf5f4f4da286a3c774d31edb1b6cdf32,late water,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_647464,Pseudomonas
254,bfd9268771f5e2cc1283bac4e621ce06,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Genus_Rhizobium_A_500098,Other Proteobacteria
255,bfe54af4c9180d37a0d76f6dafe79a5a,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,Family_Enterobacteriaceae_A,Other Proteobacteria
256,c09b80bd255d650484d4ee0747d5d804,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Family_Caulobacteraceae,Family_Caulobacteraceae,Other Proteobacteria
257,c1f617fc8c83594216821f0986d5b3e6,late water,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella,Genus_Vogesella,Other Proteobacteria
258,c282bbb847f673157cf0e7617a4353f2,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Family_Aeromonadaceae,Family_Aeromonadaceae,Other Proteobacteria
259,c332172a40ea46e614413f19c3124297,eggs,shared,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930sp002337145,Other Bacteroidota
260,c54b6665341382ceb4e098c161040fbb,both,shared,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingiameningoseptica,Elizabethkingia
261,c5a7332399735113a898e9e35b406e5c,lost,lost,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Genus_Paenibacillus_J_366884,Other Firmicutes
262,c618f7903074d8daea2069c84d4fcd89,eggs,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Genus_Bosea,Other Proteobacteria
263,c6357b5b5bb8c067c51faad5180b4e99,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Genus_Acinetobacter,Other Proteobacteria
264,c7c779fa3082af6f739c913c4bd51520,lost,lost,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,Aminipila,Aminipilabutyrica,Other Firmicutes
265,c826ca74780c027f47c4b058a2f7104a,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingiameningoseptica,Elizabethkingia
266,c873733a1c472c123f8063297a02c773,eggs,shared,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Genus_Cloacibacterium,Other Bacteroidota
267,c87f305e278617ac231a0a57d7a27a25,late water,shared,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Family_Clostridiaceae,Family_Clostridiaceae_222000,Family_Clostridiaceae
268,c99411617a88b5f4a84ba5b6cd7eea01,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,Genus_Kaistia,Other Proteobacteria
269,c9f399259e6ea8f8c617e75e613dc48f,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Genus_Asaia,Other Proteobacteria
270,cd42cf9dbcd165b203fa2bf11e18ac4b,both,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Genus_Xanthomonas_A_614439,Other Proteobacteria
271,cda4e6f933bb3108ea3e92f9db411c00,lost,lost,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,Genus_Gemella,Other Firmicutes
272,ce5eea8e7eb39c9ec26edd8cb297bdbf,lost,lost,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Modestobacter,Genus_Modestobacter,Other Actinobacteriota
273,ceab0bbfa35e85befbebf76ec65a6ae8,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacterchitinilyticus,Pedobacter
274,cf8bf0b345405caaba7cc3268757a408,both,shared,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Genus_Chryseobacterium_796614,Chryseobacterium
275,d0792b2b0d7cb4184326f12dd7c53c26,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Genus_Rhodopseudomonas,Other Proteobacteria
276,d0b698c7298bf04110a6d2f220879bfb,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotellamelaninogenica,Other Bacteroidota
277,d2208d27b5df4c53eb547f7ac45f4d6b,both,shared,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Genus_Chryseobacterium_796614,Chryseobacterium
278,d23fbef2f31d48eda40876cdbc49933a,late water,shared,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Genus_Staphylococcus,Staphylococcus
279,d252e27da33344148b541d5cb79af156,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Genus_Methylobacterium,Other Proteobacteria
280,d34a359930fa7d16269719f7db660e0a,late water,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herbaspirillum,Genus_Herbaspirillum,Other Proteobacteria
281,d56ebb77864a21ec27bf3d9d2dd51240,both,shared,Bacteria,Firmicutes,Bacilli,DSM-16016,Caldibacillaceae,Bacillus,Bacillus_Jthermoamylovorans,Bacillus
282,d5bfa42e61b8ae3b4df2cecbb7d23fe7,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_647464,Pseudomonas
283,d5d959e6e6cb636fd4585e0239ec553d,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Noviherbaspirillum,Genus_Noviherbaspirillum_A_568104,Other Proteobacteria
284,d73835da51464de444e732fe62aec643,lost,lost,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Genus_Bacillus_P_294101,Bacillus
285,d738c260a421aa4bb11c38e0e34fbf41,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_650326,Pseudomonas
286,d80a776757be4ca590de7d3574aa7f21,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Family_Weeksellaceae,Family_Weeksellaceae,Other Bacteroidota
287,d8f298eccc87fa0854033cac0ce4baca,late water,shared,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Genus_Corynebacterium,Other Actinobacteriota
288,da2802fccbb7d58d5da5d5357af9d81a,lost,lost,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Genus_Leucobacter,Leucobacter
289,db319224c1303cac231f2e31e0347b06,lost,lost,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Genus_Clostridium_T,Other Firmicutes
290,dbe444913c016340fdd0ce9bd2158ccb,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_647464,Pseudomonas
291,dd452094efd01d7e12390df1600a5a22,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,Family_Enterobacteriaceae_A,Other Proteobacteria
292,dd99f608b03839660a7721e9ba0ecf00,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,Family_Enterobacteriaceae_A,Other Proteobacteria
293,ddbb3a2a7d6486a2201bb8770feb0a6d,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,JC017,JC017sp004296775,Other Bacteroidota
294,de298d81ae1810179dd9648f637ce2a6,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Genus_Sphingobacterium,Other Bacteroidota
295,de9096d98ae04a503e1d7c5affb2de09,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Family_Sphingomonadaceae,Family_Sphingomonadaceae,Other Proteobacteria
296,deb8b2f88d2816b2bb9291965c744084,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Schlegelella,Genus_Schlegelella_590482,Other Proteobacteria
297,deeccbb7c150767d939db615f0c86483,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Tolumonas,Tolumonasauensis,Other Proteobacteria
298,dff77e7c67d98b74aa0fd40898914d0b,both,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudacidovorax,Pseudacidovoraxintermedius_A_587474,Other Proteobacteria
299,e1239fdc812b915d559c62a9251b3c60,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas_A_615336taiwanensis,Other Proteobacteria
300,e17375b9ca23588649a898e39d9c1d55,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Heliimonas,Heliimonassaccharivorans,Other Bacteroidota
301,e2fcc92ed4f145071525b58f2f750e39,lost,lost,Bacteria,Firmicutes,Bacilli,Class_Bacilli,Class_Bacilli,Class_Bacilli,Class_Bacilli,Other Firmicutes
302,e34c58c15e409a6a0d736090a9055bcf,lost,lost,Bacteria,Firmicutes,Bacilli,Paenibacillales,NBRC-103111,Paenibacillus,Genus_Paenibacillus_E,Other Firmicutes
303,e473bfe4ced2bb356f4a024b979e22a9,late water,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Family_Acetobacteraceae,Family_Acetobacteraceae,Other Proteobacteria
304,e52a5d6f0e2560fe327b2f502dd5a024,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_647464,Pseudomonas
305,e583c466bec1e423da089cb4a74e64c2,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Genus_Massilia,Other Proteobacteria
306,e64306c05500164cb19ad77a6b897029,both,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,Genus_Comamonas_F_589250,Comamonas
307,e6f6be4ccfb278fe562ca7dffb543652,lost,lost,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Genus_Kocuria,Other Actinobacteriota
308,e724f2b87d1f38f17d8d833f80fd8079,lost,lost,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Family_Staphylococcaceae,Family_Staphylococcaceae,Other Firmicutes
309,e795fed13ead27da7c3bedd15b4a59c1,lost,lost,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Genus_Rhodococcus_C_375578,Other Actinobacteriota
310,e7c9f275786c832873052c0e78d72efc,both,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_647464,Pseudomonas
311,eacb62c027f1b38ff5ed6af750917d01,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacterthiooxydans,Other Proteobacteria
312,eb240c8f80389d24643fc21431ef749a,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Genus_Pandoraea,Other Proteobacteria
313,eb87bb62ab6369d89dbeadc99b001827,late water,shared,Bacteria,Firmicutes,Negativicutes,DSM-1736,Dendrosporobacteraceae,Dendrosporobacter,Dendrosporobacterquercicolus,Other Firmicutes
314,ec30ea29a925f7e73c47ed5962707026,both,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,Genus_Acidovorax_A,Other Proteobacteria
315,ec401eab818f8942fe0c25baca538930,lost,lost,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Genus_Anaerocolumna,Other Firmicutes
316,ee2a40ab09837c1e5980432ca318455a,lost,lost,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingiameningoseptica,Elizabethkingia
317,ef5a2480e55d717d0c565e287f82a473,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobiumnitrogenifigens,Other Proteobacteria
318,efc059f9f9ce149be996c1db1b1d905c,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Genus_Acinetobacter,Other Proteobacteria
319,f0f099a449a2c76c964d762b9ab2c170,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccussphaerophysae,Other Proteobacteria
320,f198504a3e51ed075b61b1806ffb12d1,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Genus_Paracoccus,Other Proteobacteria
321,f2074f0881737743e5c8a8114114dce3,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_Csp002342705,Pseudomonas
322,f28ea8bf84a19e0a83dd477fc48163f3,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,Family_Enterobacteriaceae_A,Other Proteobacteria
323,f52e34a07ff2e814f50950ea181cb271,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacterursingii,Other Proteobacteria
324,f8dce590f318099b1f8cf3f8e9452a02,both,shared,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Family_Rhizobiaceae,Family_Rhizobiaceae_A_499470,Other Proteobacteria
325,f92490692df808d6d92f56c7cab8be7d,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Genus_Bradyrhizobium,Other Proteobacteria
326,f94177d64f0f3dd3b8ddc7282ffeaef0,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_647464,Pseudomonas
327,f9fc30195b1c357bfb8e1b414e2ac5d4,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,Family_Burkholderiaceae_A_592522,Family_Burkholderiaceae
328,fa34fcf46783dd613a648010f4e4e0e9,both,shared,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Genus_Leucobacter,Leucobacter
329,fca9741d7bcdc137ad78a45a0f50c3b6,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Genus_Pseudomonas_E_647464,Pseudomonas
330,fcd256b87f1e8d151209bdbaba0a9a9d,eggs,shared,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_A_615274indicatrix,Stenotrophomonas
331,fcf8e1b4df73fc951e134cfa0a0758a5,lost,lost,Bacteria,Proteobacteria,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Arboricoccus,Arboricoccuspini,Other Proteobacteria
332,fda0746dace4494eb6cfd64b8b7d6036,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Family_Enterobacteriaceae,Family_Enterobacteriaceae_A,Other Proteobacteria
333,fdc98ace23a34dc8e3a4dfc4f2e9e6b6,lost,lost,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Family_Burkholderiaceae,Family_Burkholderiaceae_A_595422,Family_Burkholderiaceae
334,ffff4d930aad7085e16b8e035678546d,lost,lost,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Order_Actinomycetales,Order_Actinomycetales,Order_Actinomycetales,Other Actinobacteriota
